description,length,rate
 allah pak hum sbb ko  waqt ka namzi bnae ameen,100,1
 mery liy dua kry allah mjko sahleh oulad se nawaz dy ,100,1
 allah sab musal mana ko hidayat de,100,1
 duao me yad rakna,100,1
 duao ma yad kr ly,100,1
 duae sehat kardain,100,1
 allah pak app ko hhamsha appni rehmat main reakhy or hazrat sahb ko anay waliy nasloon ko affiat or rehmat main reakhy ameen,100,1
 aoa hakeemjimeri aur bhai k shadi ki plz dua kar dy jo khar wali hon,100,1
 mery hajjj k liye dua frma dain murshid pak,100,1
 allah mery bety wajahat hussain or meri nasloon me barkatain ata kary ameen,100,1
 asa duoan ki darkhast ha,100,1
 allah hamain apna gar ata kary ameen,100,1
 mary lya dua karna allah mary dua ko qabool farmaya ameen thanks,100,1
 waqas or maqbool ka accama ban jay dua kty,100,1
 main neeva mera murshad uchaa,100,1
 did my yaad raka,100,1
 mery liye be khas dua,100,1
 apny wazaif prhny ki ijazat de dein or  bismillah shareef ki,100,0
 ayyat karima parhna hai samnay ap sab ahbab ki sahulat k lia daal dia gaya hai isi ko parhty jaye,100,1
 koi bhai mairy liye dua kar dy  ,100,1
 hakeem sahab mjhy or meri family ko b dua my zaror yaad rakhy or mera gher lenay my jo rokawaty hain on ko allah pak dor ker day ameen,100,1
 mashallha hazart ap ko allahapak lambi umer dy ap ke ders duwani books bhary alla hn,100,1
 kia live daras sunany waly b es zaker e khas mein shamil ho skaty hain,100,0
 allahmare murshid pak ki nasloon koqiamat tak shad abad rakhe ameenameen ameen ameen ameen ameen ameenameen ameen ameen ameen ameen ameenameen ameen ameen ameen ameen ameenameen ameen ameen ameen ameen ameen,100,1
 allah hamary liyee b ansaiya peda frmaay ameen,100,1
 sugar ka wazefa bata dy,100,0
 salamat rahin hakeem sab,100,1
 hazrat gee mary bachon karobar aur sahet k ly dua ki darkhwast hy,100,1
 allah kisi ko b gurbat na dikhaay ameen,100,1
 allah humy ghar ata kry ameen,100,1
 allah es ramazan ko hmre liye safarshi bana dey,100,1
 kitne bar ayat kareema,100,0
 allah ap sab ki murafin poire kary,100,1
 papa chachu k achy halal karobar k lie dua frma dyn,100,1
 jo bait huy unhy rozana kia prhna hota,100,0
 hazrat ji dua kren,100,1
 hakeem sab allah apko dunya akhrat me kameyab kren ameen ,100,1
 allah walo hum kr sakty,100,1
 duao my yad rkhy ga,100,1
 duaon me shamil karein shukria,100,1
 mere saqi ka mj pe karam hogea,100,1
 plz ubqari batain,100,0
 hum bi parh sakty hn na,100,0
 jeewy mera murshid sohna,100,1
 salam hazrat sahab n ubqari team,100,1
 dua ki darkhst hy,100,1
 jab tk dua nahi hoti,100,0
 yah parh sakty hain,100,0
 ubqari walo ap hi kar do,100,0
 duaon ki darkhast ha,100,1
 ks maqsad k liye parhna h,100,0
 online wala kar sakta han,100,0
 tasbi likh daey please,100,0
 duao ki zaroorat dua ki jia ga,100,1
 hazrat g dua ki darkhast hai,100,1
 dua ki darkhwast hai,100,1
 ubqari humy b btaye k kesy parna hy ye amal,100,0
 plzz meray liye or meri family k liye b dua kijeye ga,100,1
 ham sab k liy dua,100,1
 hdiya kasy karna ha,100,0
 hdiya kia par kay karna ha,100,0
 mghy boht duaon ke zrort hy,100,0
 qarz se nijat ka wazifa bta do ge,100,0
 doa mn yad rakhyeh ga,100,1
 kia hm b parh lain,100,0
 hamary leiy be dua kar dain,100,1
 hakim sab duaon ki darkhwast hai,100,1
 mere liye dua kren,100,1
 murshad sada khosh abaad rahy,100,1
 eid k dino main mulaqat ho sakti hai hakeem sb se,100,0
 awaz nahi a rahi,100,0
 duaon ki darkhast ha,100,1
 ya allah ham sab ke duain kabool karna ameen ,100,1
 bar bismillah likh k kiya karna hai,100,0
 aoashahbaz rohan kay liy dua karny plz,100,1
 allah ap ki hefazat farmaye,100,1
 pura rmzan apk byan k hisab se guzar ruhani sakun mila ,100,1
 plz takbeer likhi bta dain kia lirki ye par saskti,100,0
 ay allah hamin bi tasbeeh khane ki barkate naseeb farma,100,1
 dua ki darkhwast ha hakeem sb,100,1
 allah ap sab ki muradn poore kary,100,1
 awal akir + daroud pak ayt kareema parhain,100,1
 assalam daimi nazly ka koi asan ilaj batay,100,0
 hazrat je duaoun ke lye ilteja he,100,1
 allaopko daraziya omer atta kar,100,1
 dua ki talib,100,1
 sb sy behtareen insaan kon h jisko sadqa dny ka bht sawab mily,100,1
 salam hazrat sahab duao mai yad rakhain allah aap ko ap k mukhlaseen ko tamam naizam jo aap chala rahay hain usay gaib k khazano se madad or hifazat ata fermaye,100,1
 allah gair muslims ko eman kidolat ata kre un kobhi ishaq e mustfa ata farme or hume bhi day amen,100,1
 jin bhnon or bahyon ki shadi main bndish hay rishty ni hoty ya jhez ki lanat ki wjah se ghar bethi hain allah gayb se madad farmye amen or bnadiahon ko khatm kre amen,100,1
 mre walidain ki achi sehat or zindagi k lie dua frma dy jb tk zinda rhy khush khurram rhy or mohtajgi sy hifazat frmae,100,1
 ya allah jo koi b tabeeh khanay ki khidmat kr rha us ko jza e khair atta frma,100,1
 allah sub musalmano ko hidayat ata kary or sub bimaro ko shifa ata kary ameen,100,1
 allah mery bety wajahat hussain or meri nasloon k ilm me izafa kry or kamyabi ata kary ameen,100,1
 pray for me and my family mery walidain moqadma jeet jay or allah hamary band rastay khair k sath khol dy ameen,100,1
 mera bhi salam qabool fermaeay haqeem mohammad tariq jameel sahab ya tariq bhai boloun,100,1
 allah pak maray murshad ke our maray murshed ke tmam alloulad our poray nezam ke our inke qiamat tak aanay waly naslooke sada hifazat farmay,100,1
 khanay k baad kiya haiz ya nafas wali aurat surrah quraish parh sakti hain,100,0
 ya allah mere murshid ko lambi umer de or un se mere mulaqath farma den ameen,100,1
 mary buchoo k li dua karny ap ko  dafa litter laka ap ka koi ans ni hia ubqari ko monthli red karti huno,100,1
 allah meri or meri naslo ko rizq e haalal kamny or khany ki tofeeq dai hemsha tah hayat ,100,1
 aoawo nawafil ka tareeka bata dain jo hazart ali ko huzur (saw) say yaddasht teez karny k liya diya tha,100,1
 dua farma dain meri sehat k luay aur meray baal girna band ho jaye  saal say be inteha gir rahay hain,100,1
 meri shadi k leyin duaa krin naik or achi waif atta frmay rab e kareem ameen jo,100,1
 please anxiety k treatment k lye koi wazifa bta dein please,100,0
 plz mazoor lifz use kr lia kry plz m byan sunti ho ye mazoor k alawa lfz takleef dyty,100,-1
 lafx lafz phool hy,100,1
 lafz lafz moti ,100,1
 dua karein plz mery haq mein sb behter ho jy ameen sum ameen,100,1
 mere murshad ki kya bt hy allah allah,100,1
 allah hamain hajj ki sadat ata kary or sub ko aasani ata kary ameen,100,1
 hazrat g pardes walon k liye dua,100,1
 allah mujhe bhi tasbeeh khane mai ramzan guzarne ki tufeeq dai ameen,100,1
 dowa ka talbgar,100,1
 ya allah mery murshid pak ki naslon ko abad o shad frma,100,1
 tamam preshanian dor ho jaen dua frma den,100,1
 allah hamain tasbih khany me ana nasib ho ameen,100,1
 allah meri behno k nasib khair k sath khol dy ameen,100,1
 allah meri behan ko ulad ata kary ameen,100,1
 mere liay 'shohar aur bachon k liay iman aur seht ki dua,100,1
 ya hum sub ka khatma bil khair frmana,100,1
 mashallah kya bat h allah slamat rakhy,100,1
 duaon ki darkhast,100,1
 achi jga job k liye dua frma dain,100,1
 mari bati ur un ky ghar walon kyliay dua ki darkhwast ha,100,1
 plz meri sehat or bechiyun k achy naseeb ki dua kryn,100,1
 allah aap ki umer draz kary  hamary sar pe hamaisha qaim rakhien,100,1
 please dua kern mery or mery husband k liye,100,1
 meray liye bhi dua karain allah mujhay sehet day,100,1
 shahbaz rohan eman kay liy dua kar dnay,100,1
 allah aap ko slamat rakhe,100,1
 mery waldain k leye magferat ki dua,100,1
 hum sub ky liy dua kijiga dil ko sakoon mily,100,1
 masha allah hazrat duaon main yad rakhiy ga,100,1
 dua kar dain,100,1
 mainy aik sawal ka jawab puchna hy,100,0
 dua ki darkhuast hai,100,1
 bhai mere leay seht ki dua kejeay,100,1
 dua ki darkhawast hai,100,1
 dua ki drkhast ha,100,1
 alllah ap lambi zendagi atth farmaye,100,1
 dua ki darkhawast ki jati hy,100,1
 eman or amal wali zindge k liye duaon ki darkhast,100,1
 allah hamain apna gar ata kary ameen,100,1
 allah pak hamain apni tamam makhooq ki khidmat krne ki toufeq de aamen,100,1
 hazrat jee mera bhi salam qabool karen,100,1
 hazrat jee ki batien khazana,100,1
 allaha hum sab ko salamti see rakhy,100,1
 allah mery bety wajahat hussain or meri nasloon me barkatain ata kary ameen,100,1
 mari walda or walid sub ka lia dua karna mari walda ka  mah huwa ha intiqal huwa ha,100,0
 allah walay jo batya ja raha hai us par yaqeen kar lain us main sb kuch mill jaye ga,100,1
 dars ko sadqa jariya ki neyat se share karain ummat ka nafa hoga jahan tak pegham jaye ga,100,1
 chand rat ko ek tasbhee  ,100,0
 yeh chand rat ho us din ek tasbhe parh lain,100,1
 g kar sakty hain yeh ek din ka amal hai musalal nae parhna,100,1
 ap sab in sha allah duaon main shamil hain,100,1
 asalam o alikumap sab in sha allah duaon main shamil hain,100,1
 dua krn k allah mjy bht jld aulad ke nemat sy nawaz dyameen,100,1
 plz hakeem sab mere bate ka lia special duay kajia ga ga allah aus ka naseeb buht acha kara plz ameen,100,1
 hakeem sahab dua kre allah mjy jld olad ki nemat or tehmat sy nawaz dy ameen,100,1
 asslaam u alaikum hazrat duaown ke darkhawst hai allah dil ke dunya badal day oar aafiyat k saath aik khawish hai vo b poori kar day,100,1
 yhe wazefa sb parh sakty hain kia jo live daras sun rahy hain ya sirf tasbhee khany wlay,100,0
 a a hamaray lea dua karien allah hamay uolad ko namat se jald nawaz da hamare dunia or aakhrat ki khair karayhamasha duaon may yada rakhna allah ap ko khush rakhy,100,1
 mashaallah aap boht achy wazify bataty hi allah aap ko lambi zendagi day dy ameen,100,1
 ojhri khana kasa haplase post kr ke bata dain allah ap ko jaza e khar dain ameen,100,1
 hakeem sahab ap dua krwa de meri behno ki shadi ho jaye,100,1
 aoa wazifa tasbhee dobara bata dy,100,1
 haqeem shab duva main yad rakhiya ga,100,1
 itne ache batain batana k lia,100,1
 bhoat bhoat shukria haqeem shab,100,1
 humere maa k lye dua wo bhut memr hy,100,0
 dua ki guzarish h plz,100,1
 ji bilkul allah hmary rozy qabool kry,100,1
 aur bhi kuch bata dain chand raat k liya,100,1
 please dua karen meri beti jo itni zidi hai wo thek ho jy,100,1
 aj bata dain hamari to kal hai,100,0
 dua ki guzarish ha,100,1
 mashallah her waqt fresh lagty,100,1
 amaal kia hai,100,0
 allah apk bachy ko mila dy ameen,100,1
 allah aap ko salamat rahe,100,1
 mery buchu ky any ki dua kr dy wo mujhy ml jy,100,1
 barish k lia dua farmay ameen,100,1
 dua karan allah pak razi ho jaya ameen,100,1
 dua kara allah hum sa razi ho jia ameen,100,1
 dua ki gia ga allan mari parashani khatem ho jia ameen,100,1
 salam muji live dars ka time maloom karna he,100,0
 aj ka wazifa kya by,100,0
 dua ki arz hy,100,1
 maa shaa allah tasbih khane ky wazif lajawb ha,100,1
 hazrat g dua farma dyn mary meri famli k liy,100,1
 dua farma dain dono jahan sawar jain,100,1
 duaa ki guzarish hay,100,1
 hazarat sab salam dua m yad rakhyiga,100,1
 hazarat g duaon mein yad rakhiye ga,100,1
 oulad ho jay,100,0
 dua me yad rakhy,100,1
 duwa ki darkhst hai,100,1
 meri month ki beti  days say unconscious hay plz plz plz mh,100,-1
 moulana ma sha allah  baghir thaky abi b fresh hain  ki abadat or lambi dua k bad b fresh ha allah pak humy b asi abadat krni ki tufeeq dain,100,1
 allah pak maray murshad ke our maray murshed ke tmam alloulad our poray nezam ke our inke qiamat tak aanay waly naslooke sada hifazat farmay,100,1
 meri shadi k leyin duaa krin naik or achi waif atta frmay rab e kareem ameen,100,1
 hakeem sahab allah talla aap ko jazay kheer de salo se amal duay sunty hoo wazify parhty ho aapp ki wazifo se faiz pahucha hai,100,1
 jo roz suntein hai un ko bhi duaon main yad rakhien ga,100,1
 murshad da dedar hy lakh karoran hajjan,100,1
 astagfirullah allah pak humaey sabk gunah maf farmyeameen,100,1
 ya allah hum sub ka khatma bil khair frmana,100,1
 hazret sahab ap ka contect no mil sakta ha,100,0
 barkat wali theli wala amal bata dain jo kal din ko karna ha,100,0
 jazakallah mera raab razi ho jay,100,1
 mujha dua dan allah razi ho jaya ameen,100,1
 allah bohat rehem kary aap ki bati py ameen,100,1
 hakeem sahab allah aapko jazaey khair dy plz dua farma dain,100,1
  tariq sahab tak baat pohncha day khas dua ferma dain khair say hosh ajay meri bachi ko juld az juld,100,1
 duva main yad rakiya ga,100,1
 duao mian zaroor yaad rkhy,100,1
 duaon ma yad rkhyega haqeem shb,100,1
 allah ham sab sy razi ho jye ameen,100,1
 hassan kay liye dua ker daein,100,1
 mery liye dua kry allah pak naseeb achy kry ameen,100,1
 thori si jaag mil jae dua ker dain,100,1
 aoa mary duaon qabool ho na ma mary madad karo ok,100,1
 kon se tasbi prhni hay,100,0
 murshid aik tawajjah ki nazar mujh par bhe,100,1
 plz ubqari barkat wali theli ka amal bata dain,100,0
 sna ali awal aakhir darod  bar surah kauosar subho sham prh k theli mein dum krdein,100,0
 duaon ki darkhast ha bhut parishan hun,100,0
 eman or amal wali zindge k liye dua frmayen,100,1
 sore waqia or darud shreef parne sae barkat hi barkat,100,1
 kisi ko barkat wali theli ka amal pata ha tou plz bata dain,100,0
 mar lay dow kar da bachne dor ho ga,100,1
 asslaam u alaikum sab dua karna aik khawish hai allah aafiyat k saath behter bna kar qabool kar lay,100,1
 ramzan ke kon say din mein,100,0
 hakeem sb se milny ki koi fee b ha,100,0
 dani prince allah walay ap se guzarish hai dars main dehan dain aisay sb logon ka dars mutasar ho raha hai,100,-1
 online walau b bait ho sakty hain,100,0
 ap page par visit kar k amal tafsli parh lain,100,0
 g sb kar sakty hain,100,0
 g ijazat e amm hai,100,0
 yahan par personal batain na karain,100,0
 allah walo bataon se guraiz karain,100,-1
 surah nasar parhni hai fajar k baad  dafazohar k baad  dafaasar k baad  dafamagrib k baad  dafaisha k bad  dafa,100,0
 amal daal dia gaya hai page par aj  shaab ka,100,0
 ubqari say meri zindage badal gaye hai allah tazbikhanay par apne rehmat ke badal barsaye or allah hakeem sahab ko lambi omer naik amaal ke leye ataa farmaye ameen,100,1
 app bhe ham sab ka lia dowa kar dia kara online jo dahk rha hota ha on ka name la kar thanks,100,1
 ap sub sy dua ki apeal ha allah khairo aafiat wali zindagi dy or eeman ki doolat marty time tk ata kry,100,1
 mashallah tabarakallah hazrat g allah ap ko jazay kher de ameen,100,1
 mulazmat ke bahali ke dua farma dein aur koe wzeefa bhee bata dein,100,1
 meri shadi k leyin duaa krin naik or achi waif atta frmay rab e kareem ameen,100,1
 yaad rakay in wazaaef ko halqa na lay bht asar hai es may,100,0
 aaj maine  anmol wazifa kiya or allah ke fazal say oska karishma chand second mai he zahir howa subhan allah,100,1
 mara gher k lya duwa ki jya k allah mujha apna gher da or marabucho k lya tarqi or rizaq k durwaza khol da,100,1
 sir aj ki plz meri family or meray abu or ami ki zindagi ki lambi umer k lye dua zaror krna sadia,100,1
 hazrat jee merey bachun waif aur merey liey dua ker dein aur mera karobaar four saal se band hai dua ker dein haji sabie,100,-1
 pero morshad aij ais rat ko apny maredo kah lahy be dua kajahy ga ham app ke duhaho kah mohthaj ha,100,0
 ya allah hamare tote phote aibadat ko barah charah kah qobolo manzor farmah ameen,100,-1
 aij ais rat kah sadqy sab kah allah behreh par kary sab ke mushkelat hal ho sab ke morady pore ho allah pak sab sah raze ho jahy ameen,100,1
 mere ghar or bchon kyle allah image nek salle or kamran kre,100,0
 aoa hazrat je ap s khasosi dua ki darkhwast h allaha ap ko jazay khair dy ameen,100,-1
 hazrat sahab salam! mari wife bohat beemar hai us ke leay khas dua kijeay ga,100,0
 nikkah mubarik ho bhai behan ko bht hi babarkat rat ka intikhab kia hallah piyar or izzat ehtaram ki fiza qaim rkhy dono khandano me or jald olad sy nawaze ameen,100,1
 salam main bismilah ka taweez likh rehihoon is k liye dua ka kya triqa hy,100,0
 papers ka liya dua kar day kuch din ka bad board ka result haplz dua for my result and my family,100,1
 achy naseb k liye dua,100,1
 uqbari please wazifa lekh deain,100,0
 allah hakeem sab ko salamat rakhy ameen,100,1
 ulad k liye dua kry allah humy dainhumari sayhat zindagi aur akhrat ki kamiyabi ki dua kry,100,1
 mera murshad uchaa,100,1
 sura nasar ka wazia kitnay din karna hai,100,0
 dowa ma yad rahka thanks,100,1
 ma sha allah ustaad e mukhtam allah apko lambi umaar day,100,0
 please humary liy b doa kerain,100,0
 kids ky achy naseeb ka wazifa bata dain,100,1
 sab ka bhallah sab ki khair,100,1
 allah sab ka bhalla kare,100,1
 allah hum sub per apna rehum or karam kerain ameen sum ameen,100,1
 dani prince kia huwa karishma,100,0
 duoan main yad rakhay ga,100,1
 allah zoya ki dua ebadat qbool farma ameeeen,100,1
 mary ami abu kay liey dua karin allah ion ko limbo zadagi dain,100,1
  plz mere waliden k lye dua karen wo bimar hn,100,0
 plz mery liye dua frma dien alah pak mushkily asan krdy alah asani kry,100,1
 habib k dil ko apne marfat k leay qabol farma,100,1
 plz mery liye b dua kariyga mera allah mjhsy razi hojayee or meri migfry kardy ammen,100,1
 mare sayhat bachou k nak naseeb ke dua,100,1
 mari bati ur un ky ghar walon kyliay dua ki darkhwast ha,100,1
 dua kar day allah mujay zati rahish atta farmay ameen,100,1
 jo log pehle se koi wazifa parh rahe hon wo b ye wazifa parh sakte hain ,100,0
 phali ky dar sy nahi aty,100,-1
